WISE3_ID,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,CLIM_PRECIPITATION_DATA,CLIM_GDD,CLIM_ARIDITY_INDEX,CLIM_KOPGEIGER,CKIM_FAO_LGP,CLIM_MODIS_evapotrans,clim_precip_novdecjan,clim_precip_febmarapr,clim_precip_mayjunjul,clim_precip_augsepoct,topog_elevation,topog_geolage,topog_slope_global,topog_landform_global,topog_twi_global,topog_topi_global,topog_israd_global,landcover_modis_2012,vegind_modis_evi_m,vegind_modis_evi_sd,WISE3_FAO_74
PK0024,31.7833333333,73.7333333333,410.0,6724.0,0.243,6,6,1861.0,11.0,19.0,53.0,55.0,204.0,72,0,4,1440.0,1.57,1551.25,13,2683.0,1085.0,So
PK0025,32.2166666667,74.25,592.0,6408.0,0.357,6,8,1914.0,18.0,26.0,69.0,84.0,227.0,72,0,4,1440.0,1.57,1551.25,12,2954.0,1230.0,Vc
PK0026,24.9833333333,67.1,205.0,7398.0,0.1306,4,3,2317.0,5.0,8.0,31.0,24.0,43.0,72,1,7,1430.0,1.568,1551.25,7,1120.0,147.0,Bk
PK0027,34.4,71.35,516.0,5222.0,0.3468,6,8,641.0,33.0,84.0,30.0,28.0,827.0,41,41,5,940.0,1.496,1870.625,7,810.0,253.0,Bk
PK0028,25.4166666667,68.5333333333,171.0,7738.0,0.0879,4,2,0.0,2.0,4.0,27.0,24.0,22.0,72,0,1,1430.0,1.57,1505.625,12,2659.0,397.0,Bk
PK0029,35.925,74.2666666667,159.0,1063.0,0.1269,7,3,4582.0,5.0,20.0,17.0,10.0,1500.0,52,24,3,860.0,1.351,1505.625,10,2514.0,1166.0,Be
PK0030,25.4083333333,68.525,172.0,7738.0,0.0886,4,2,0.0,2.0,4.0,27.0,25.0,22.0,72,0,1,1440.0,1.57,1551.25,14,2989.0,544.0,Jc
PK0031,31.8833333333,70.875,252.0,6665.0,0.1436,4,3,1150.0,7.0,23.0,31.0,23.0,183.0,72,0,4,1460.0,1.57,1551.25,14,2256.0,554.0,Jc
PK0032,32.825,73.8916666667,832.0,6401.0,0.5009,10,9,0.0,25.0,40.0,99.0,115.0,289.0,72,1,6,1380.0,1.569,1551.25,12,2316.0,554.0,Lo
PK0033,31.4666666667,73.1833333333,337.0,6820.0,0.1974,4,5,0.0,8.0,16.0,45.0,43.0,188.0,72,0,4,1440.0,1.57,1551.25,12,2144.0,473.0,Lk
PK0034,33.7,73.15,969.0,5022.0,0.6126,10,12,2144.0,38.0,62.0,103.0,117.0,539.0,67,5,5,1280.0,1.559,1596.875,12,2449.0,864.0,Lc
PK0035,36.4833333333,74.65,315.0,665.0,1.551,5,1,0.0,17.0,32.0,32.0,21.0,6620.0,52,133,3,540.0,1.524,3421.875,15,-628.0,519.0,Rc
PK0036,24.85,68.3166666667,203.0,7642.0,0.1115,4,2,0.0,2.0,4.0,35.0,27.0,12.0,72,0,1,1440.0,1.57,1505.625,7,2086.0,344.0,Zo
PK0037,32.45,74.6333333333,715.0,6201.0,0.4394,10,9,1948.0,25.0,34.0,59.0,123.0,250.0,72,0,7,1430.0,1.57,1551.25,12,2712.0,952.0,So
PK0038,31.4583333333,73.2,337.0,6820.0,0.1973,4,5,2071.0,8.0,16.0,45.0,43.0,185.0,72,0,4,1440.0,1.57,1551.25,12,2976.0,581.0,So
PK0039,32.1,74.1833333333,577.0,6408.0,0.3467,6,7,0.0,16.0,26.0,71.0,80.0,222.0,72,0,4,1440.0,1.57,1551.25,13,2117.0,590.0,Vc
PL0001,50.45,20.5333333333,639.0,1787.0,0.8287,25,9,6630.0,36.0,35.0,85.0,57.0,183.0,11,1,4,1220.0,1.559,1551.25,14,3634.0,1496.0,Hh
PL0002,52.8166666667,18.2833333333,525.0,1677.0,0.7065,25,8,3929.0,35.0,26.0,64.0,49.0,82.0,72,0,1,1180.0,1.568,1551.25,12,3135.0,1180.0,Hh
PL0003,53.9833333333,19.6666666667,671.0,1595.0,1.0151,25,9,5096.0,50.0,36.0,69.0,69.0,118.0,72,0,7,1250.0,1.569,1551.25,12,3337.0,1749.0,Be
PL0004,51.4,22.0,538.0,1700.0,0.7161,25,9,5086.0,31.0,28.0,69.0,48.0,167.0,72,1,7,1150.0,1.566,1551.25,14,3362.0,975.0,Je
PL0005,51.4,22.0,538.0,1700.0,0.7161,25,9,5086.0,31.0,28.0,69.0,48.0,167.0,72,1,7,1150.0,1.566,1551.25,14,3362.0,975.0,Je
PL0006,54.0666666667,19.2166666667,600.0,1613.0,0.9146,25,9,4835.0,43.0,30.0,64.0,64.0,-1.0,72,6,7,1260.0,1.558,1505.625,12,3176.0,1686.0,Je
PL0007,51.4,21.2,552.0,1732.0,0.75,25,9,3852.0,33.0,30.0,72.0,49.0,179.0,72,2,4,1220.0,1.569,1551.25,13,3100.0,1100.0,Lg
PL0008,51.3166666667,22.2,547.0,1700.0,0.7395,25,9,4004.0,32.0,30.0,71.0,50.0,205.0,72,3,7,1190.0,1.568,1551.25,12,3040.0,1285.0,De
PL0009,52.05,21.0833333333,511.0,1742.0,0.6952,25,9,5564.0,31.0,28.0,65.0,46.0,117.0,72,2,7,1220.0,1.568,1551.25,5,3352.0,1114.0,Po
PL0010,52.8388888889,18.2566666667,526.0,1677.0,0.7121,25,8,4991.0,35.0,26.0,64.0,49.0,80.0,72,0,1,1190.0,1.569,1551.25,12,3312.0,1592.0,Gm
PL0011,51.1666666667,21.25,570.0,1732.0,0.7744,25,9,4789.0,34.0,31.0,75.0,51.0,205.0,72,5,4,1170.0,1.566,1551.25,14,3168.0,1377.0,Rc
PL0012,50.8333333333,20.5,628.0,1692.0,0.862,25,9,0.0,37.0,35.0,83.0,56.0,247.0,3,6,7,1150.0,1.559,1551.25,5,3356.0,1149.0,Rc
PL0013,51.3166666667,20.75,576.0,1665.0,0.7827,25,9,4733.0,34.0,32.0,74.0,51.0,203.0,72,2,4,1200.0,1.565,1551.25,14,3676.0,1142.0,E
PL0014,54.0138888889,21.3333333333,674.0,1527.0,0.9926,25,9,4912.0,54.0,34.0,70.0,68.0,110.0,72,2,7,1170.0,1.564,1551.25,14,3442.0,1435.0,Oe
PL0015,50.58,22.8297222222,581.0,1689.0,0.7837,25,9,5136.0,32.0,32.0,76.0,53.0,257.0,72,1,7,1230.0,1.568,1551.25,1,2819.0,491.0,Po
PL0016,53.9444444444,21.9833333333,642.0,1563.0,0.9344,25,9,5399.0,48.0,33.0,69.0,63.0,136.0,72,2,7,1170.0,1.565,1551.25,14,3870.0,1847.0,Oe
PL0017,49.75,18.8333333333,830.0,1453.0,1.0638,25,9,5378.0,49.0,50.0,111.0,75.0,380.0,28,30,6,1050.0,1.536,1505.625,5,3430.0,1409.0,Bk
PL0018,53.6697222222,22.6,586.0,1569.0,0.8407,25,8,6331.0,41.0,31.0,67.0,57.0,113.0,72,0,7,1200.0,1.568,1551.25,14,4570.0,1655.0,Oe
PL0019,50.83,15.56,711.0,1409.0,1.0986,25,7,5177.0,45.0,44.0,84.0,64.0,568.0,52,13,6,1000.0,1.513,1551.25,5,3014.0,924.0,I
PL0020,52.3388888889,20.4625,513.0,1729.0,0.697,25,8,6224.0,33.0,27.0,64.0,47.0,77.0,72,1,1,1240.0,1.568,1551.25,5,3366.0,1486.0,Qc
PL0021,51.1,17.1666666667,549.0,1769.0,0.7074,25,9,4386.0,32.0,29.0,70.0,51.0,117.0,72,0,7,1280.0,1.569,1551.25,12,3411.0,1281.0,Ck
PL0022,52.8166666667,18.0166666667,537.0,1677.0,0.7265,25,8,4053.0,36.0,27.0,65.0,50.0,104.0,72,1,4,1160.0,1.568,1551.25,12,2863.0,978.0,Ch
PL0023,51.2166666667,16.15,555.0,1805.0,0.7235,25,9,0.0,32.0,31.0,69.0,52.0,118.0,72,1,7,1300.0,1.565,1505.625,13,1955.0,772.0,Ch
PL0024,50.6666666667,21.75,553.0,1758.0,0.7251,25,9,3747.0,32.0,29.0,73.0,50.0,141.0,72,0,7,1270.0,1.565,1551.25,12,2558.0,1216.0,Ch
PL0025,50.2,20.3,663.0,1744.0,0.8527,25,9,4408.0,37.0,36.0,88.0,60.0,202.0,72,1,4,1200.0,1.562,1551.25,12,3307.0,1378.0,Ch
PL0026,51.2166666667,16.15,555.0,1805.0,0.7235,25,9,0.0,32.0,31.0,69.0,52.0,118.0,72,1,7,1300.0,1.565,1505.625,13,1955.0,772.0,Ck
PL0027,54.1,21.3833333333,685.0,1527.0,1.0133,25,9,5058.0,55.0,34.0,70.0,69.0,113.0,72,2,7,1220.0,1.566,1551.25,12,3272.0,1541.0,Ck
PL0028,49.6666666667,18.8666666667,887.0,1453.0,1.1727,25,9,5232.0,55.0,54.0,118.0,80.0,467.0,11,19,5,1070.0,1.519,1642.5,5,3348.0,1059.0,Bd
PL0029,50.8333333333,17.1666666667,561.0,1761.0,0.7207,25,9,5113.0,32.0,29.0,73.0,53.0,150.0,72,1,7,1260.0,1.568,1551.25,12,3478.0,1064.0,Be
PL0030,51.5,16.5,537.0,1837.0,0.6992,25,9,5040.0,32.0,30.0,67.0,50.0,87.0,72,0,7,1270.0,1.565,1551.25,14,3380.0,1003.0,Be
PL0031,54.0333333333,19.0166666667,562.0,1613.0,0.8672,25,9,4343.0,40.0,27.0,63.0,60.0,4.0,72,2,7,1280.0,1.568,1505.625,13,2427.0,1120.0,Je
PL0032,53.6666666667,15.1333333333,578.0,1595.0,0.8537,25,8,3941.0,46.0,34.0,60.0,54.0,56.0,72,1,7,1220.0,1.568,1505.625,13,2814.0,890.0,Oe
PL0033,50.6,16.8166666667,588.0,1537.0,0.7782,25,9,4653.0,31.0,30.0,79.0,56.0,286.0,52,2,7,1260.0,1.56,1551.25,14,2849.0,1098.0,E
PL0034,50.6666666667,17.9333333333,612.0,1773.0,0.7917,25,9,0.0,38.0,33.0,75.0,57.0,161.0,72,2,4,1230.0,1.566,1551.25,13,1603.0,671.0,E
PL0035,50.8666666667,20.6166666667,626.0,1692.0,0.8596,25,9,0.0,37.0,35.0,82.0,56.0,257.0,11,2,7,1190.0,1.558,1551.25,13,2222.0,967.0,E
PL0036,53.3666666667,19.15,571.0,1671.0,0.8168,25,9,4062.0,39.0,29.0,67.0,56.0,90.0,72,2,7,1210.0,1.569,1551.25,12,3035.0,1444.0,Lo
PL0037,50.2166666667,17.8333333333,650.0,1654.0,0.8474,25,9,4071.0,38.0,35.0,83.0,61.0,269.0,72,2,7,1230.0,1.567,1551.25,12,3435.0,1472.0,Lo
PL0038,52.0833333333,21.0166666667,511.0,1742.0,0.6942,25,9,0.0,32.0,28.0,65.0,46.0,109.0,72,1,7,1240.0,1.568,1551.25,13,1960.0,764.0,Pl
PL0039,52.75,23.6,574.0,1703.0,0.7963,25,8,0.0,39.0,33.0,67.0,53.0,161.0,72,2,4,1200.0,1.565,1551.25,14,2905.0,1313.0,Pg
PL0040,52.6333333333,20.3833333333,532.0,1688.0,0.7317,25,8,4214.0,35.0,28.0,65.0,49.0,96.0,72,1,4,1220.0,1.567,1551.25,12,3249.0,1190.0,Po
PL0041,52.2,20.6222222222,510.0,1738.0,0.6891,25,8,3474.0,32.0,27.0,65.0,46.0,87.0,72,0,1,1270.0,1.57,1551.25,13,2360.0,1010.0,Gm
PL0042,53.5097222222,21.3111111111,615.0,1552.0,0.8709,25,9,5912.0,45.0,31.0,69.0,60.0,131.0,72,1,7,1180.0,1.567,1551.25,12,4159.0,1661.0,Gm
PL0043,52.2111111111,20.35,519.0,1729.0,0.7032,25,8,3842.0,33.0,28.0,65.0,47.0,90.0,72,0,1,1270.0,1.57,1551.25,12,3029.0,1190.0,Gm
PL0044,53.3905555556,14.475,542.0,1705.0,0.7687,25,7,3738.0,41.0,33.0,58.0,48.0,25.0,72,1,7,1190.0,1.565,1505.625,12,2710.0,862.0,Lk
PL0045,53.8916666667,18.7833333333,555.0,1580.0,0.8578,25,9,4931.0,38.0,26.0,63.0,58.0,52.0,72,1,7,1250.0,1.569,1505.625,12,3025.0,1565.0,Vp
PL0046,53.2272222222,17.8722222222,563.0,1601.0,0.7985,25,8,4358.0,40.0,29.0,66.0,54.0,101.0,72,0,1,1200.0,1.569,1551.25,12,3086.0,1149.0,La
PL0047,52.0391666667,16.8269444444,528.0,1763.0,0.6993,25,8,4505.0,34.0,30.0,64.0,48.0,81.0,72,1,1,1230.0,1.568,1505.625,12,3780.0,1457.0,Qc
PL0048,53.8138888889,21.4611111111,648.0,1552.0,0.9337,25,9,4813.0,49.0,33.0,69.0,64.0,132.0,72,1,7,1150.0,1.564,1551.25,14,3237.0,1567.0,Be
PL0049,52.1458333333,16.9505555556,524.0,1763.0,0.694,25,8,4645.0,34.0,29.0,63.0,48.0,78.0,72,0,1,1210.0,1.568,1551.25,5,3357.0,813.0,Je
PL0050,52.1383333333,16.9116666667,524.0,1763.0,0.6968,25,8,5043.0,34.0,29.0,63.0,48.0,75.0,72,0,1,1210.0,1.568,1551.25,14,4172.0,1208.0,De
PL0051,52.1386111111,16.9225,524.0,1763.0,0.6958,25,8,4914.0,34.0,29.0,63.0,48.0,75.0,72,1,1,1210.0,1.569,1551.25,12,3975.0,1051.0,Hl
PL0052,54.2166666667,16.2166666667,693.0,1534.0,1.0863,25,9,5065.0,55.0,36.0,70.0,70.0,84.0,72,6,7,1170.0,1.568,1551.25,5,3105.0,1028.0,Po
PL0053,54.0480555556,21.1061111111,675.0,1527.0,0.9854,25,9,4329.0,54.0,34.0,69.0,69.0,64.0,72,2,7,1180.0,1.557,1505.625,12,3181.0,1788.0,Gm
PL0054,52.5297222222,16.25,557.0,1728.0,0.7704,25,8,4347.0,40.0,32.0,64.0,50.0,101.0,72,0,1,1200.0,1.57,1551.25,12,3412.0,988.0,Qc
PL0055,50.54,22.1,560.0,1733.0,0.7424,25,9,4676.0,32.0,30.0,74.0,51.0,155.0,72,1,4,1220.0,1.566,1551.25,14,3068.0,1087.0,Qc
PL0056,53.7097222222,17.95,594.0,1490.0,0.8959,25,9,4007.0,43.0,30.0,66.0,58.0,117.0,72,0,7,1190.0,1.567,1551.25,5,3339.0,774.0,Qc
PL0057,50.49,23.8097222222,607.0,1760.0,0.8175,25,9,4859.0,35.0,36.0,77.0,54.0,239.0,72,0,7,1180.0,1.568,1551.25,12,3246.0,1365.0,Ch
PL0058,50.3897222222,18.93,682.0,1713.0,0.8901,25,9,4717.0,41.0,38.0,87.0,61.0,314.0,82,3,7,1160.0,1.567,1596.875,13,2719.0,1289.0,Bk
PL0059,50.72,23.0697222222,566.0,1691.0,0.7536,25,9,4558.0,31.0,32.0,74.0,52.0,234.0,72,4,7,1170.0,1.562,1551.25,12,3280.0,1364.0,Bk
PL0060,51.83,17.42,533.0,1766.0,0.7055,25,8,4218.0,34.0,29.0,65.0,50.0,137.0,72,1,4,1200.0,1.569,1551.25,12,2973.0,1059.0,Be
PL0061,50.7097222222,16.01,700.0,1496.0,1.0629,26,8,4852.0,41.0,41.0,87.0,64.0,510.0,80,13,5,1100.0,1.545,1596.875,5,3259.0,1150.0,Be
PL0062,52.5297222222,14.63,525.0,1757.0,0.7037,25,7,5159.0,39.0,31.0,60.0,45.0,11.0,72,0,7,1220.0,1.567,1505.625,12,3365.0,1069.0,Je
PL0063,54.0997222222,18.84,540.0,1556.0,0.8517,25,9,3995.0,38.0,25.0,60.0,57.0,3.0,72,0,7,1310.0,1.568,1505.625,12,2830.0,1423.0,Je
PL0064,52.27,19.3797222222,538.0,1712.0,0.7182,25,8,4467.0,36.0,29.0,66.0,49.0,127.0,72,1,4,1230.0,1.57,1551.25,12,3271.0,1329.0,Gm
PL0065,51.1197222222,23.5597222222,529.0,1759.0,0.7015,25,9,4764.0,30.0,33.0,65.0,49.0,179.0,72,1,4,1180.0,1.567,1551.25,12,3346.0,1421.0,E
PL0066,49.0997222222,22.7997222222,868.0,1401.0,1.3405,25,8,4852.0,56.0,53.0,108.0,72.0,883.0,50,27,5,870.0,1.536,1551.25,5,3563.0,1326.0,U
PL0067,51.18,22.1297222222,551.0,1700.0,0.7386,25,9,4081.0,32.0,30.0,72.0,50.0,208.0,11,1,7,1180.0,1.568,1551.25,12,3117.0,1187.0,Lo
PL0068,52.3197222222,17.0797222222,523.0,1760.0,0.6991,25,8,3839.0,35.0,29.0,62.0,48.0,79.0,72,1,1,1200.0,1.569,1551.25,12,3240.0,943.0,Lo
PL0069,52.2097222222,17.45,520.0,1760.0,0.6905,25,8,4571.0,34.0,28.0,63.0,48.0,86.0,72,1,1,1180.0,1.569,1551.25,12,3802.0,930.0,Lg
PL0070,49.47,19.7297222222,918.0,1110.0,1.2405,25,9,5466.0,51.0,51.0,122.0,82.0,629.0,45,1,5,1260.0,1.557,1596.875,14,3442.0,1287.0,Lg
PL0071,53.1597222222,14.85,546.0,1708.0,0.7625,25,8,4674.0,41.0,33.0,60.0,48.0,35.0,72,0,7,1230.0,1.568,1551.25,12,3284.0,1058.0,Hg
PL0072,50.95,17.19,556.0,1761.0,0.7152,25,9,4866.0,32.0,29.0,72.0,52.0,135.0,72,1,7,1260.0,1.569,1551.25,12,3780.0,1150.0,Hh
PR0001,17.9930555556,-66.9669444444,896.0,7526.0,0.5168,1,9,9012.0,64.0,37.0,64.0,134.0,25.0,11,6,7,1170.0,1.557,1505.625,13,3500.0,804.0,Bv
PR0002,17.9580555556,-67.1522222222,1012.0,7474.0,0.6014,127,10,0.0,73.0,46.0,79.0,140.0,10.0,80,4,0,1190.0,1.566,1551.25,11,1548.0,249.0,Rc
PR0003,18.0347222222,-67.0316666667,1074.0,7309.0,0.6253,1,10,9736.0,75.0,50.0,77.0,156.0,29.0,11,5,7,1140.0,1.556,1551.25,14,4647.0,800.0,Vp
PR0004,18.4333333333,-66.1738888889,1770.0,6688.0,1.2034,1,11,0.0,152.0,89.0,175.0,175.0,5.0,72,2,7,1200.0,1.566,1505.625,13,2590.0,320.0,Ap
PR0005,18.3694444444,-66.2630555556,1958.0,6688.0,1.2709,1,11,12439.0,169.0,108.0,184.0,191.0,121.0,80,8,6,1090.0,1.556,1551.25,13,4717.0,443.0,Ck
PR0006,18.3897222222,-66.25,1905.0,6688.0,1.2486,1,11,9494.0,162.0,94.0,190.0,184.0,29.0,72,2,7,1150.0,1.554,1505.625,13,4502.0,459.0,Be
PR0007,18.3058333333,-65.7825,3135.0,7354.0,2.2849,1,12,14718.0,246.0,174.0,298.0,328.0,584.0,80,43,5,690.0,1.521,1642.5,2,6063.0,704.0,Bf
PR0008,18.3530555556,-66.2605555556,1938.0,6688.0,1.2551,1,11,13508.0,165.0,102.0,186.0,192.0,78.0,11,12,6,1070.0,1.552,1505.625,14,5012.0,458.0,Hc
PR0009,18.1661111111,-67.0780555556,1831.0,7309.0,1.0732,1,11,15676.0,95.0,90.0,184.0,241.0,85.0,91,8,7,1090.0,1.534,1596.875,14,5339.0,750.0,Ao
PR0010,18.28,-67.1397222222,1898.0,7309.0,1.1015,127,11,12316.0,78.0,79.0,228.0,248.0,10.0,72,1,7,1210.0,1.545,1551.25,14,4760.0,696.0,Bc
PR0011,17.9963888889,-67.0822222222,1155.0,7474.0,0.7196,127,10,8893.0,81.0,57.0,86.0,161.0,64.0,11,6,7,1130.0,1.566,1505.625,14,3879.0,1068.0,Lo
PR0012,18.0441666667,-66.9936111111,1233.0,6755.0,0.7118,1,10,13042.0,82.0,61.0,94.0,174.0,77.0,11,13,7,1100.0,1.556,1551.25,8,4811.0,820.0,Hh
PR0013,17.9902777778,-66.0527777778,1457.0,7407.0,0.8857,127,11,9572.0,88.0,49.0,157.0,192.0,34.0,11,5,6,1160.0,1.54,1551.25,14,4025.0,742.0,Lc
PR0014,18.0763888889,-65.8708333333,1971.0,7354.0,1.2586,127,12,15495.0,140.0,82.0,199.0,236.0,13.0,72,2,7,1170.0,1.534,1551.25,14,5600.0,749.0,Ge
PR0015,18.3038888889,-66.1383333333,1848.0,6688.0,1.1829,1,12,14674.0,151.0,96.0,175.0,194.0,106.0,81,8,6,1000.0,1.528,1505.625,14,5307.0,480.0,Lo
PR0016,18.43,-66.3041666667,1803.0,6688.0,1.1728,1,11,15031.0,169.0,95.0,173.0,164.0,46.0,80,1,7,1160.0,1.564,1505.625,14,4828.0,624.0,Lo
PR0017,18.0930555556,-65.8791666667,2151.0,7354.0,1.3729,127,12,16995.0,145.0,90.0,222.0,260.0,136.0,11,26,6,1010.0,1.535,1642.5,2,6211.0,1059.0,Re
PR0018,18.325,-65.8166666667,2574.0,7354.0,2.1263,1,12,14173.0,243.0,172.0,294.0,321.0,327.0,11,52,5,700.0,1.515,1323.125,2,4935.0,720.0,Be
PT0002,37.1333333333,-8.53333333333,486.0,3938.0,0.4454,8,9,3624.0,78.0,48.0,11.0,23.0,17.0,45,1,7,10.0,1.563,11634.375,10,1267.0,252.0,Bk
PT0003,37.0833333333,-8.25,-32768.0,3814.0,-214748.3647,8,0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,45,4,7,10.0,1.564,11634.375,0,129.0,254.0,Lo
PT0004,37.0,-8.93333333333,-32768.0,4223.0,-214748.3647,127,9,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,28,28,0,10.0,1.567,11634.375,0,101.0,182.0,Lk
PT0005,38.0833333333,-7.58333333333,525.0,3968.0,0.4254,8,9,2810.0,73.0,55.0,18.0,29.0,132.0,45,3,7,1240.0,1.566,1551.25,12,2506.0,749.0,Lc
PT0006,38.0166666667,-7.75,535.0,3968.0,0.4324,8,9,3054.0,75.0,56.0,18.0,29.0,135.0,52,3,7,1180.0,1.559,1551.25,12,2595.0,536.0,Lv
PT0007,37.15,-7.88333333333,550.0,3932.0,0.4968,8,8,4319.0,87.0,55.0,15.0,28.0,214.0,28,9,6,1030.0,1.552,1596.875,9,3138.0,458.0,Lc
PT0008,38.0,-7.58333333333,524.0,4054.0,0.4248,8,9,3088.0,73.0,55.0,18.0,29.0,134.0,52,1,7,1180.0,1.561,1505.625,12,2505.0,805.0,Lc
PT0009,37.8333333333,-8.66666666667,576.0,4037.0,0.5226,8,9,5221.0,87.0,60.0,17.0,28.0,119.0,6,2,7,1210.0,1.561,1551.25,8,3065.0,842.0,Lp
PT0010,38.0166666667,-7.86666666667,574.0,3968.0,0.4656,8,9,2583.0,81.0,61.0,21.0,31.0,244.0,52,3,7,1190.0,1.573,1551.25,7,1439.0,139.0,Vp
PT0011,38.0166666667,-7.86666666667,574.0,3968.0,0.4656,8,9,2583.0,81.0,61.0,21.0,31.0,244.0,52,3,7,1190.0,1.573,1551.25,7,1439.0,139.0,Vc
PT0012,32.7069444444,-16.7877777778,614.0,3655.0,0.6898,8,11,11880.0,96.0,62.0,12.0,35.0,351.0,0,44,6,690.0,1.541,1733.75,5,4256.0,348.0,Tv
PT0013,32.6855555556,-16.8708333333,711.0,3655.0,0.8568,127,11,11655.0,109.0,71.0,17.0,40.0,952.0,0,23,5,650.0,1.575,1733.75,5,3689.0,508.0,Th
PT0014,32.6955555556,-16.8958333333,762.0,3655.0,0.8852,127,11,8988.0,115.0,76.0,20.0,43.0,1203.0,0,56,5,650.0,1.542,1916.25,5,3167.0,721.0,Th
PT0015,32.7852777778,-16.8694444444,646.0,3655.0,0.7416,8,11,12462.0,100.0,64.0,14.0,37.0,574.0,0,24,6,690.0,1.544,1505.625,2,4731.0,656.0,Th
PT0016,32.7375,-17.1608333333,651.0,3840.0,0.7339,127,12,11634.0,103.0,64.0,13.0,36.0,539.0,72,47,5,740.0,1.512,1642.5,2,4434.0,359.0,Th
PT0017,32.7580555556,-17.0683333333,847.0,3840.0,1.0875,127,11,8966.0,126.0,85.0,24.0,47.0,1571.0,0,9,5,660.0,1.593,1733.75,10,3261.0,720.0,Th
PT0018,32.6461111111,-16.9352777778,609.0,3655.0,0.6601,127,11,7696.0,98.0,61.0,10.0,34.0,197.0,0,25,6,780.0,1.537,1642.5,10,2422.0,303.0,Tv
PT0019,33.0666666667,-16.3333333333,421.0,4640.0,0.4789,127,9,0.0,64.0,40.0,8.0,27.0,38.0,0,39,6,790.0,1.531,1688.125,12,1669.0,619.0,Qc
PT0020,33.0666666667,-16.3333333333,421.0,4640.0,0.4789,127,9,0.0,64.0,40.0,8.0,27.0,38.0,0,39,6,790.0,1.531,1688.125,12,1669.0,619.0,Lk
PT0021,33.0666666667,-16.3333333333,421.0,4640.0,0.4789,127,9,0.0,64.0,40.0,8.0,27.0,38.0,0,39,6,790.0,1.531,1688.125,12,1669.0,619.0,Bk
PT0022,32.8211111111,-16.9125,619.0,3655.0,0.7038,8,11,12362.0,97.0,62.0,12.0,35.0,370.0,0,25,6,810.0,1.513,1688.125,5,4887.0,482.0,Bd
PT0023,32.6630555556,-17.01,635.0,3840.0,0.7277,127,11,10050.0,101.0,63.0,12.0,35.0,422.0,72,75,6,640.0,1.546,1870.625,8,3669.0,350.0,Bh
PT0024,32.6683333333,-16.9455555556,631.0,3655.0,0.703,127,11,8735.0,100.0,63.0,12.0,35.0,390.0,72,31,6,760.0,1.518,1642.5,14,3503.0,428.0,Bh
PT0025,32.7388888889,-16.7013888889,560.0,3655.0,0.6248,8,10,0.0,87.0,58.0,9.0,32.0,2.0,0,20,0,770.0,1.556,1596.875,11,568.0,232.0,Bv
PT0026,32.7352777778,-16.7305555556,567.0,3655.0,0.6286,8,10,0.0,89.0,59.0,9.0,32.0,2.0,0,22,0,740.0,1.53,1596.875,14,707.0,216.0,Bv
PT0027,32.6663888889,-16.9113888889,608.0,3655.0,0.6648,127,11,7675.0,98.0,61.0,10.0,34.0,175.0,0,41,6,840.0,1.499,1688.125,12,2942.0,292.0,Bc
PT0028,32.6663888889,-16.8677777778,644.0,3655.0,0.7278,127,11,11188.0,101.0,65.0,13.0,36.0,545.0,0,42,6,650.0,1.544,1688.125,8,4255.0,336.0,Bc
PT0029,32.7688888889,-16.8269444444,571.0,3655.0,0.6389,8,10,11127.0,90.0,58.0,10.0,33.0,5.0,0,26,6,770.0,1.487,1460.0,5,3358.0,408.0,Hh
PT0030,32.7369444444,-16.7733333333,605.0,3655.0,0.6737,8,11,12036.0,94.0,61.0,11.0,35.0,283.0,0,42,6,770.0,1.504,1642.5,2,4344.0,417.0,Hh
PT0031,32.725,-17.1719444444,593.0,3840.0,0.6365,127,12,8232.0,96.0,58.0,10.0,33.0,165.0,72,56,6,770.0,1.506,1642.5,8,3439.0,367.0,Hh
PT0032,32.8144444444,-16.9961111111,656.0,3655.0,0.7623,8,11,11375.0,102.0,65.0,14.0,37.0,605.0,0,93,5,590.0,1.484,1049.375,5,4306.0,902.0,Hh
PT0033,32.6808333333,-16.7947222222,590.0,3655.0,0.6459,127,11,0.0,93.0,61.0,10.0,33.0,18.0,0,28,0,760.0,1.511,1596.875,11,1789.0,395.0,Vc
PT0034,32.7361111111,-16.6777777778,555.0,3655.0,0.6166,127,10,0.0,86.0,57.0,9.0,32.0,6.0,0,3,0,840.0,1.56,11634.375,0,513.0,0.0,Bk
PT0035,32.6794444444,-17.0641666667,577.0,3840.0,0.6458,127,11,9773.0,94.0,56.0,10.0,32.0,37.0,72,45,6,770.0,1.508,1642.5,12,3622.0,477.0,Be
PT0036,33.0666666667,-16.3333333333,421.0,4640.0,0.4789,127,9,0.0,64.0,40.0,8.0,27.0,38.0,0,39,6,790.0,1.531,1688.125,12,1669.0,619.0,Be
PW0001,7.39277777778,134.530833333,3625.0,8209.0,2.5191,127,16,14892.0,289.0,204.0,373.0,342.0,127.0,0,5,7,1010.0,1.573,1551.25,11,5675.0,599.0,Bd
PW0002,7.37138888889,134.538333333,3626.0,8209.0,2.4979,127,16,13840.0,287.0,206.0,374.0,341.0,56.0,0,5,7,1050.0,1.565,1551.25,14,4151.0,729.0,Fo
